equipment_id,date,days_since_last_service,maintenance_count_30d,maintenance_count_60d,maintenance_count_90d,equipment_class,unit,nmc_within_7d
EQ-00305,2024-03-19,118,7,9,13,wheeled,DIV CAV,False
EQ-00306,2024-11-07,167,6,12,16,aviation,HHC,False
EQ-00307,2024-11-28,111,5,11,15,aviation,1-1 BN,True
EQ-00308,2024-06-05,93,0,4,5,aviation,2-1 BN,False
EQ-00309,2024-08-25,3,0,3,4,tracked,BSB,False
EQ-00310,2024-11-04,179,7,10,11,tracked,2-1 BN,False
EQ-00311,2024-03-13,163,5,10,15,engineer,1-1 BN,False
EQ-00312,2024-05-03,17,6,7,9,engineer,1-3 BN,False
EQ-00313,2024-02-26,,2,7,12,aviation,1-3 BN,False
EQ-00314,2024-06-24,144,1,3,4,wheeled,1-1 BN,False
EQ-00315,2024-03-12,176,3,9,10,comms,DIV CAV,False
EQ-00316,2024-06-18,26,1,2,3,tracked,DIV CAV,False
EQ-00317,2024-01-15,43,6,8,9,aviation,BSB,False
EQ-00318,2024-05-15,173,6,7,12,tracked,HHC,False
EQ-00319,2024-01-27,58,8,9,13,engineer,1-3 BN,False
EQ-00320,2024-06-27,21,4,9,12,aviation,BSB,False
EQ-00321,2024-11-05,83,1,1,4,wheeled,1-3 BN,False
EQ-00322,2024-06-25,176,3,8,11,aviation,BSB,False
EQ-00323,2024-08-01,140,1,4,7,tracked,2-1 BN,False
EQ-00324,2024-05-08,36,1,6,8,comms,1-3 BN,False
EQ-00325,2024-08-04,66,1,2,5,tracked,1-3 BN,True
EQ-00326,2024-09-26,168,7,10,11,wheeled,DIV CAV,True
EQ-00327,2024-01-31,22,6,7,7,comms,1-2 BN,False
EQ-00328,2024-11-12,19,6,11,14,engineer,1-3 BN,False
EQ-00329,2024-06-20,158,8,9,10,wheeled,HHC,False
EQ-00330,2024-08-02,26,2,8,9,comms,1-2 BN,False
EQ-00331,2024-09-28,10,4,8,10,engineer,1-1 BN,False
EQ-00332,2024-12-02,15,2,4,8,aviation,2-1 BN,False
EQ-00333,2024-06-01,,2,6,7,aviation,1-2 BN,False
EQ-00334,2024-02-24,121,5,11,13,tracked,2-1 BN,False
EQ-00335,2024-04-04,29,5,7,11,engineer,1-3 BN,True
EQ-00336,2024-11-17,22,8,14,19,aviation,1-3 BN,False
EQ-00337,2024-05-07,96,3,9,9,comms,HHC,False
EQ-00338,2024-11-30,150,7,10,10,tracked,1-1 BN,False
EQ-00339,2024-06-13,175,1,6,9,wheeled,2-1 BN,False
EQ-00340,2024-06-22,55,2,6,6,wheeled,1-2 BN,False
EQ-00341,2024-12-16,14,8,11,12,engineer,1-2 BN,False
EQ-00342,2024-03-21,64,6,10,10,wheeled,2-1 BN,False
EQ-00343,2024-04-21,124,1,7,7,comms,DIV CAV,False
EQ-00344,2024-09-20,114,4,6,10,comms,BSB,False
EQ-00345,2024-02-11,15,4,6,8,aviation,BSB,True
EQ-00346,2024-03-31,166,6,11,15,wheeled,2-1 BN,False
EQ-00347,2024-10-11,,3,8,10,engineer,1-1 BN,False
EQ-00348,2024-03-28,103,7,13,16,engineer,HHC,True
EQ-00349,2024-01-25,,3,5,8,aviation,2-1 BN,False
EQ-00350,2024-12-13,18,8,13,18,aviation,BSB,False
EQ-00351,2024-08-05,12,1,2,6,engineer,2-1 BN,False
EQ-00352,2024-03-29,,5,5,6,wheeled,2-1 BN,False
EQ-00353,2024-01-31,41,2,2,2,wheeled,HHC,False
EQ-00354,2024-10-07,61,2,2,6,tracked,HHC,False
EQ-00355,2024-02-09,164,6,7,10,comms,1-2 BN,False
EQ-00356,2024-10-02,175,1,6,11,engineer,1-2 BN,False
EQ-00357,2024-07-13,,8,12,17,engineer,2-1 BN,False
EQ-00358,2024-08-07,11,0,2,3,comms,HHC,False
EQ-00359,2024-02-21,3,7,7,10,wheeled,DIV CAV,False
EQ-00360,2024-07-05,172,8,14,18,wheeled,1-2 BN,False
EQ-00361,2024-04-20,,5,5,5,comms,DIV CAV,False
EQ-00362,2024-02-11,165,4,6,8,engineer,2-1 BN,False
EQ-00363,2024-11-06,102,5,7,10,comms,DIV CAV,False
EQ-00364,2024-04-05,21,3,6,9,comms,BSB,False
EQ-00365,2024-02-29,37,6,7,11,engineer,1-1 BN,False
EQ-00366,2024-03-09,98,7,11,12,comms,1-3 BN,False
EQ-00367,2024-07-05,26,3,7,11,comms,1-3 BN,False
EQ-00368,2024-01-24,56,4,9,12,tracked,1-3 BN,False
EQ-00369,2024-06-01,46,7,10,11,comms,1-1 BN,False
EQ-00370,2024-05-31,118,6,12,12,wheeled,1-2 BN,False
EQ-00371,2024-11-16,76,8,9,9,wheeled,DIV CAV,False
EQ-00372,2024-08-03,107,4,7,7,tracked,2-1 BN,False
EQ-00373,2024-06-09,145,6,10,14,comms,1-1 BN,False
EQ-00374,2024-04-20,60,0,0,2,comms,2-1 BN,False
EQ-00375,2024-12-15,59,6,11,12,engineer,1-1 BN,False
EQ-00376,2024-06-25,38,1,6,11,engineer,1-1 BN,False
EQ-00377,2024-07-15,72,1,1,3,aviation,HHC,True
EQ-00378,2024-12-17,21,8,11,12,tracked,1-2 BN,False
EQ-00379,2024-05-23,50,0,0,4,comms,HHC,False
EQ-00380,2024-10-25,123,5,10,13,comms,HHC,False
EQ-00381,2024-09-23,123,4,8,12,aviation,DIV CAV,False
EQ-00382,2024-01-30,35,1,4,4,aviation,DIV CAV,False
EQ-00383,2024-07-28,92,8,13,13,aviation,DIV CAV,False
EQ-00384,2024-12-05,3,6,6,9,wheeled,BSB,False
EQ-00385,2024-12-16,63,1,4,5,aviation,1-2 BN,False
EQ-00386,2024-11-01,94,5,8,9,comms,BSB,False
EQ-00387,2024-07-31,79,6,7,10,wheeled,DIV CAV,False
EQ-00388,2024-02-06,55,8,14,19,wheeled,HHC,False
EQ-00389,2024-10-24,136,2,7,7,engineer,1-2 BN,False
EQ-00390,2024-11-25,110,7,9,10,wheeled,HHC,False
EQ-00391,2024-03-28,177,3,6,6,wheeled,1-2 BN,False
EQ-00392,2024-02-09,135,5,7,11,comms,BSB,True
EQ-00393,2024-01-24,15,3,6,11,aviation,1-3 BN,False
EQ-00394,2024-05-31,86,8,9,11,aviation,BSB,False
EQ-00395,2024-04-30,141,1,2,5,engineer,HHC,False
EQ-00396,2024-04-21,38,5,11,13,engineer,BSB,False
EQ-00397,2024-05-19,180,2,4,8,wheeled,1-1 BN,False
EQ-00398,2024-11-18,108,2,2,7,aviation,HHC,False
EQ-00399,2024-04-06,32,8,11,12,comms,1-3 BN,False
EQ-00400,2024-07-02,54,8,10,12,aviation,1-3 BN,False
EQ-00401,2024-07-18,155,3,3,6,tracked,DIV CAV,False
EQ-00402,2024-12-04,160,0,5,9,aviation,HHC,False
EQ-00403,2024-06-05,149,8,11,12,aviation,HHC,False
EQ-00404,2024-01-17,157,2,7,7,engineer,HHC,False
EQ-00405,2024-04-06,24,6,9,13,aviation,1-2 BN,True
EQ-00406,2024-04-20,110,7,7,10,engineer,1-1 BN,False
EQ-00407,2024-09-02,3,2,4,5,tracked,HHC,False
EQ-00408,2024-03-28,158,8,14,19,aviation,BSB,False
EQ-00409,2024-02-01,63,2,7,8,comms,1-3 BN,False
EQ-00410,2024-01-08,26,4,6,8,wheeled,BSB,False
EQ-00411,2024-10-10,172,0,1,6,aviation,BSB,False
EQ-00412,2024-07-07,79,7,10,12,wheeled,1-1 BN,False
EQ-00413,2024-03-01,17,5,8,10,engineer,BSB,True
EQ-00414,2024-10-21,127,5,6,10,aviation,HHC,False
EQ-00415,2024-02-03,82,4,10,15,tracked,BSB,False
EQ-00416,2024-06-15,160,0,4,5,wheeled,1-1 BN,False
EQ-00417,2024-12-07,,3,5,8,wheeled,1-3 BN,False
EQ-00418,2024-04-02,45,0,5,6,engineer,2-1 BN,False
EQ-00419,2024-12-30,170,6,10,11,comms,DIV CAV,False
EQ-00420,2024-06-26,99,1,5,7,tracked,1-1 BN,False
EQ-00421,2024-11-16,50,0,6,10,engineer,BSB,False
EQ-00422,2024-06-05,162,2,4,4,tracked,HHC,False
EQ-00423,2024-03-31,70,6,7,8,engineer,HHC,False
EQ-00424,2024-09-21,61,4,5,8,engineer,HHC,False
EQ-00425,2024-09-26,157,4,9,9,comms,BSB,False
EQ-00426,2024-07-04,64,8,9,12,aviation,1-2 BN,False
EQ-00427,2024-10-10,116,4,5,7,aviation,1-1 BN,False
EQ-00428,2024-10-22,144,8,14,18,aviation,DIV CAV,False
EQ-00429,2024-05-19,3,3,7,10,comms,DIV CAV,False
EQ-00430,2024-08-04,83,1,7,10,aviation,1-1 BN,False
EQ-00431,2024-05-12,141,8,9,9,comms,DIV CAV,True
EQ-00432,2024-10-28,141,8,11,12,aviation,1-3 BN,False
EQ-00433,2024-11-08,133,6,9,12,comms,DIV CAV,False
EQ-00434,2024-10-23,105,1,4,9,aviation,HHC,False
EQ-00435,2024-01-12,22,4,8,11,comms,1-1 BN,False
EQ-00436,2024-01-14,67,7,7,9,tracked,BSB,False
EQ-00437,2024-07-02,84,0,5,7,comms,HHC,False
EQ-00438,2024-09-15,176,1,4,7,comms,1-3 BN,False
EQ-00439,2024-10-15,178,3,5,9,tracked,2-1 BN,False
EQ-00440,2024-10-21,72,5,11,11,engineer,BSB,False
EQ-00441,2024-07-28,148,3,6,8,comms,1-2 BN,False
EQ-00442,2024-12-30,144,6,6,9,aviation,DIV CAV,False
EQ-00443,2024-10-27,115,1,3,3,tracked,1-3 BN,False
EQ-00444,2024-01-29,126,6,11,12,tracked,BSB,False
EQ-00445,2024-06-03,19,6,12,13,engineer,1-3 BN,False
EQ-00446,2024-10-20,105,8,14,14,tracked,1-2 BN,False
EQ-00447,2024-06-14,5,1,1,1,engineer,1-2 BN,False
EQ-00448,2024-08-12,154,5,5,9,engineer,1-1 BN,False
EQ-00449,2024-05-30,38,7,10,12,engineer,BSB,False
EQ-00450,2024-08-31,100,5,8,9,wheeled,1-2 BN,True
EQ-00451,2024-08-04,175,4,5,10,tracked,2-1 BN,False
EQ-00452,2024-09-17,63,3,3,7,engineer,1-2 BN,False
EQ-00453,2024-04-10,174,6,6,9,tracked,HHC,False
EQ-00454,2024-01-25,32,7,9,11,comms,2-1 BN,False
EQ-00455,2024-08-24,106,2,5,6,comms,2-1 BN,False
EQ-00456,2024-10-02,131,8,12,15,aviation,1-3 BN,False
EQ-00457,2024-09-10,176,4,9,10,aviation,BSB,False
EQ-00458,2024-09-14,91,3,6,11,aviation,1-3 BN,False
EQ-00459,2024-01-15,120,6,10,13,tracked,1-3 BN,False
EQ-00460,2024-03-17,123,6,9,11,wheeled,DIV CAV,True
EQ-00461,2024-08-15,23,1,3,6,aviation,HHC,False
EQ-00462,2024-04-16,15,0,5,10,wheeled,BSB,True
EQ-00463,2024-05-22,96,6,8,13,wheeled,1-2 BN,False
EQ-00464,2024-05-28,135,5,10,15,aviation,1-2 BN,False
EQ-00465,2024-06-24,174,2,5,8,tracked,HHC,False
EQ-00466,2024-12-15,10,4,7,7,wheeled,DIV CAV,False
EQ-00467,2024-02-10,63,4,8,13,wheeled,2-1 BN,False
EQ-00468,2024-02-09,154,8,12,16,wheeled,BSB,False
EQ-00469,2024-06-09,27,5,9,10,wheeled,2-1 BN,False
EQ-00470,2024-05-21,80,4,7,10,comms,1-1 BN,False
EQ-00471,2024-09-18,172,0,2,7,comms,DIV CAV,False
EQ-00472,2024-07-29,99,8,9,14,comms,HHC,False
EQ-00473,2024-07-09,88,5,5,9,tracked,1-1 BN,False
EQ-00474,2024-05-21,178,3,3,8,tracked,HHC,False
EQ-00475,2024-04-05,74,0,2,4,comms,HHC,False
EQ-00476,2024-05-03,45,2,2,4,engineer,1-1 BN,True
EQ-00477,2024-04-20,97,0,2,5,wheeled,BSB,False
EQ-00478,2024-05-04,24,4,7,12,tracked,1-3 BN,False
EQ-00479,2024-03-26,78,2,2,3,aviation,1-3 BN,False
EQ-00480,2024-05-24,,2,7,8,wheeled,2-1 BN,False
EQ-00481,2024-11-26,22,8,13,18,tracked,BSB,False
EQ-00482,2024-07-27,128,7,9,9,comms,1-2 BN,False
EQ-00483,2024-07-06,49,0,1,3,wheeled,1-2 BN,False
EQ-00484,2024-05-16,137,1,3,4,comms,DIV CAV,False
EQ-00485,2024-10-02,178,1,4,8,aviation,1-3 BN,False
EQ-00486,2024-11-14,148,8,10,15,engineer,BSB,False
EQ-00487,2024-02-08,142,6,8,10,tracked,BSB,False
EQ-00488,2024-02-26,159,2,3,7,comms,BSB,False
EQ-00489,2024-02-19,137,1,5,10,engineer,HHC,False
EQ-00490,2024-01-29,17,4,10,13,tracked,1-2 BN,False
EQ-00491,2024-12-26,45,4,5,5,engineer,1-3 BN,False
EQ-00492,2024-10-21,62,0,6,10,comms,1-1 BN,False
EQ-00493,2024-03-29,40,7,8,10,wheeled,1-1 BN,False
EQ-00494,2024-05-31,64,1,3,8,comms,1-2 BN,False
EQ-00495,2024-01-28,10,3,3,5,wheeled,2-1 BN,False
EQ-00496,2024-08-13,26,0,4,9,engineer,DIV CAV,False
EQ-00497,2024-10-08,81,5,8,11,aviation,HHC,False
EQ-00498,2024-08-09,79,5,7,7,tracked,HHC,False
EQ-00499,2024-04-04,37,6,10,14,engineer,1-2 BN,False
EQ-00500,2024-01-29,22,1,1,4,comms,HHC,False
EQ-00501,2024-07-14,24,0,0,5,comms,HHC,False
EQ-00502,2024-03-08,35,1,4,8,tracked,BSB,False
EQ-00503,2024-09-14,22,7,9,14,tracked,HHC,False
EQ-00504,2024-07-14,98,2,2,6,engineer,1-3 BN,False
EQ-00505,2024-09-11,23,0,0,2,engineer,1-2 BN,False
EQ-00506,2024-12-04,34,8,13,16,aviation,1-2 BN,True
EQ-00507,2024-03-21,,7,13,15,tracked,DIV CAV,False
EQ-00508,2024-09-09,49,8,11,11,tracked,1-3 BN,False
EQ-00509,2024-02-15,12,5,10,14,aviation,BSB,False
EQ-00510,2024-11-24,38,8,11,11,wheeled,1-1 BN,False
EQ-00511,2024-05-27,,2,4,4,engineer,1-3 BN,False
EQ-00512,2024-06-02,103,5,5,10,comms,1-3 BN,False
EQ-00513,2024-02-12,150,8,10,13,engineer,HHC,False
EQ-00514,2024-05-12,,6,8,13,tracked,2-1 BN,False
EQ-00515,2024-03-09,126,8,12,16,tracked,2-1 BN,False
EQ-00516,2024-06-26,158,3,3,4,comms,1-1 BN,False
EQ-00517,2024-08-01,36,0,0,0,tracked,BSB,False
EQ-00518,2024-04-09,72,7,13,17,engineer,BSB,False
EQ-00519,2024-08-16,158,0,1,5,wheeled,1-3 BN,True
EQ-00520,2024-03-03,134,5,10,11,aviation,HHC,False
EQ-00521,2024-10-18,151,1,3,6,aviation,HHC,False
EQ-00522,2024-01-25,113,2,6,7,aviation,1-1 BN,False
EQ-00523,2024-07-28,15,5,10,11,comms,HHC,False
EQ-00524,2024-07-20,,8,10,14,comms,2-1 BN,False
EQ-00525,2024-11-16,106,5,8,13,engineer,DIV CAV,False
EQ-00526,2024-03-26,170,8,13,14,aviation,1-2 BN,False
EQ-00527,2024-09-26,1,1,5,6,tracked,1-3 BN,False
EQ-00528,2024-04-17,131,8,10,13,wheeled,1-3 BN,False
EQ-00529,2024-12-14,105,7,11,11,comms,2-1 BN,False
EQ-00530,2024-05-22,57,7,9,14,aviation,1-3 BN,False
EQ-00531,2024-10-21,21,3,5,10,comms,2-1 BN,False
EQ-00532,2024-06-14,85,2,6,11,aviation,1-3 BN,False
EQ-00533,2024-10-02,23,1,6,11,comms,DIV CAV,False
EQ-00534,2024-07-16,83,1,7,12,tracked,BSB,False
EQ-00535,2024-11-11,66,5,6,8,engineer,1-3 BN,False
EQ-00536,2024-06-11,165,6,8,8,wheeled,2-1 BN,False
EQ-00537,2024-09-28,3,0,4,5,engineer,DIV CAV,False
EQ-00538,2024-04-04,102,3,9,9,wheeled,HHC,False
EQ-00539,2024-06-16,164,2,3,5,engineer,DIV CAV,False
EQ-00540,2024-05-23,56,4,10,15,engineer,2-1 BN,False
EQ-00541,2024-07-14,146,8,14,16,comms,HHC,False
EQ-00542,2024-01-26,130,0,2,2,wheeled,1-2 BN,False
EQ-00543,2024-06-02,,5,11,12,engineer,1-2 BN,False
EQ-00544,2024-07-10,125,1,3,5,engineer,2-1 BN,False
EQ-00545,2024-01-09,40,6,6,10,aviation,2-1 BN,False
EQ-00546,2024-05-16,36,7,8,8,comms,HHC,False
EQ-00547,2024-04-15,77,1,1,5,comms,HHC,False
EQ-00548,2024-09-28,161,2,8,12,aviation,1-1 BN,False
EQ-00549,2024-03-28,92,5,10,15,wheeled,1-2 BN,False
EQ-00550,2024-10-12,173,7,10,12,tracked,DIV CAV,False
EQ-00551,2024-03-12,99,2,5,7,wheeled,DIV CAV,False
EQ-00552,2024-07-08,132,4,6,11,comms,2-1 BN,False
EQ-00553,2024-10-14,6,7,13,15,engineer,BSB,True
EQ-00554,2024-10-15,156,8,8,11,engineer,1-3 BN,False
EQ-00555,2024-02-05,177,4,6,6,tracked,DIV CAV,False
EQ-00556,2024-03-25,26,6,8,12,aviation,DIV CAV,False
EQ-00557,2024-12-10,165,5,10,14,tracked,2-1 BN,False
EQ-00558,2024-08-15,82,0,3,3,comms,1-3 BN,False
EQ-00559,2024-11-09,54,4,5,8,aviation,HHC,False
EQ-00560,2024-09-09,106,2,3,8,wheeled,DIV CAV,True
EQ-00561,2024-05-16,14,7,10,15,engineer,BSB,False
EQ-00562,2024-02-27,152,7,10,10,aviation,HHC,False
EQ-00563,2024-01-25,86,4,7,10,wheeled,BSB,False
EQ-00564,2024-05-27,62,1,7,12,engineer,DIV CAV,False
EQ-00565,2024-09-04,94,7,11,13,tracked,1-1 BN,False
EQ-00566,2024-04-24,163,7,9,9,aviation,1-3 BN,False
EQ-00567,2024-11-28,159,5,6,7,aviation,DIV CAV,False
EQ-00568,2024-07-06,5,5,8,13,aviation,BSB,False
EQ-00569,2024-09-06,26,6,9,9,aviation,DIV CAV,False
EQ-00570,2024-05-14,106,2,3,4,wheeled,HHC,False
EQ-00571,2024-11-22,77,0,3,3,aviation,BSB,False
EQ-00572,2024-10-30,25,4,9,12,comms,2-1 BN,False
EQ-00573,2024-12-21,32,8,10,15,tracked,1-3 BN,False
EQ-00574,2024-01-22,128,4,6,11,engineer,1-1 BN,False
EQ-00575,2024-03-03,,6,6,6,comms,1-3 BN,True
EQ-00576,2024-11-11,11,1,4,9,wheeled,2-1 BN,True
EQ-00577,2024-08-23,70,0,3,7,engineer,DIV CAV,False
EQ-00578,2024-04-01,175,1,4,9,engineer,HHC,False
EQ-00579,2024-07-05,61,8,14,18,engineer,2-1 BN,False
EQ-00580,2024-12-12,51,6,9,10,tracked,HHC,False
EQ-00581,2024-07-01,12,7,7,10,engineer,DIV CAV,False
EQ-00582,2024-10-02,22,3,4,6,tracked,BSB,False
EQ-00583,2024-04-09,,4,5,5,engineer,BSB,False
EQ-00584,2024-06-07,80,3,6,9,tracked,1-2 BN,False
EQ-00585,2024-06-09,146,6,9,9,comms,1-3 BN,False
EQ-00586,2024-09-23,171,0,5,5,wheeled,HHC,False
EQ-00587,2024-04-26,112,5,9,10,aviation,1-1 BN,False
EQ-00588,2024-09-19,88,2,7,10,tracked,HHC,False
EQ-00589,2024-08-29,18,2,6,10,engineer,DIV CAV,False
EQ-00590,2024-02-23,173,2,3,4,wheeled,HHC,True
EQ-00591,2024-12-02,41,6,6,6,tracked,BSB,False
EQ-00592,2024-11-24,38,5,11,15,engineer,2-1 BN,False
EQ-00593,2024-06-12,162,4,7,9,comms,1-2 BN,False
EQ-00594,2024-07-10,20,1,5,5,aviation,HHC,False
EQ-00595,2024-09-29,98,7,8,12,aviation,HHC,False
EQ-00596,2024-06-22,142,8,8,13,tracked,2-1 BN,False
EQ-00597,2024-08-07,26,8,14,16,engineer,1-1 BN,False
EQ-00598,2024-05-13,43,0,0,2,comms,1-2 BN,False
EQ-00599,2024-04-11,16,1,1,2,tracked,DIV CAV,False
EQ-00600,2024-04-16,,0,4,7,comms,2-1 BN,False
EQ-00601,2024-05-29,12,0,3,8,comms,2-1 BN,False
EQ-00602,2024-02-25,120,6,7,12,engineer,1-1 BN,False
EQ-00603,2024-09-04,177,1,6,9,comms,1-1 BN,False
EQ-00604,2024-09-12,,8,12,16,tracked,1-1 BN,False
EQ-00605,2024-12-02,100,3,3,4,aviation,HHC,False
EQ-00606,2024-03-23,168,5,11,14,comms,2-1 BN,False
EQ-00607,2024-08-27,157,1,4,4,aviation,HHC,False
EQ-00608,2024-04-28,100,4,10,14,engineer,DIV CAV,True
EQ-00609,2024-12-29,59,4,5,7,comms,1-1 BN,False
EQ-00610,2024-12-27,14,1,5,5,engineer,1-3 BN,False
EQ-00611,2024-10-13,102,8,9,13,engineer,1-1 BN,False
EQ-00612,2024-08-24,86,3,3,7,aviation,2-1 BN,False
EQ-00613,2024-03-11,103,0,1,2,aviation,DIV CAV,False
EQ-00614,2024-01-13,117,5,11,13,engineer,1-2 BN,False
EQ-00615,2024-11-04,95,8,9,13,tracked,1-2 BN,False
EQ-00616,2024-12-15,2,6,8,11,engineer,BSB,False
EQ-00617,2024-06-16,87,4,7,11,wheeled,HHC,False
EQ-00618,2024-12-27,42,1,3,3,aviation,BSB,False
EQ-00619,2024-02-15,63,3,3,7,tracked,DIV CAV,False
EQ-00620,2024-11-21,145,0,1,3,engineer,BSB,False
EQ-00621,2024-11-04,127,1,7,10,comms,1-2 BN,False
EQ-00622,2024-01-17,116,0,4,6,aviation,1-3 BN,True
EQ-00623,2024-12-23,,1,4,6,comms,1-2 BN,False
EQ-00624,2024-11-20,54,3,6,9,engineer,1-1 BN,False
EQ-00625,2024-10-12,104,7,10,15,comms,1-1 BN,False
EQ-00626,2024-01-05,80,5,10,15,comms,BSB,False
EQ-00627,2024-08-20,164,7,13,14,tracked,1-2 BN,True
EQ-00628,2024-03-31,108,7,9,12,aviation,1-3 BN,False
EQ-00629,2024-06-23,78,8,10,14,wheeled,DIV CAV,False
EQ-00630,2024-06-04,56,1,5,5,comms,2-1 BN,False
EQ-00631,2024-01-11,42,7,7,10,aviation,BSB,False
EQ-00632,2024-10-25,77,7,10,10,aviation,1-1 BN,True
EQ-00633,2024-09-04,79,7,9,11,engineer,1-3 BN,False
EQ-00634,2024-08-02,132,7,8,9,aviation,DIV CAV,False
EQ-00635,2024-04-17,69,0,6,7,aviation,DIV CAV,False
EQ-00636,2024-09-16,98,8,14,16,aviation,1-1 BN,False
EQ-00637,2024-08-10,153,2,8,13,comms,2-1 BN,False
EQ-00638,2024-02-04,105,8,11,11,tracked,BSB,False
EQ-00639,2024-08-14,113,5,8,8,comms,1-2 BN,False
EQ-00640,2024-10-18,105,2,5,6,engineer,DIV CAV,False
EQ-00641,2024-04-04,22,0,3,4,comms,1-1 BN,False
EQ-00642,2024-03-07,45,2,7,7,engineer,HHC,False
EQ-00643,2024-03-26,60,3,8,9,aviation,1-2 BN,True
EQ-00644,2024-04-20,59,4,6,9,engineer,2-1 BN,True
EQ-00645,2024-12-28,97,4,9,10,wheeled,1-1 BN,False
EQ-00646,2024-07-23,34,3,5,8,engineer,2-1 BN,False
EQ-00647,2024-06-14,24,2,6,8,tracked,HHC,False
EQ-00648,2024-01-25,68,4,8,12,wheeled,DIV CAV,False
EQ-00649,2024-09-02,30,8,14,14,aviation,1-3 BN,False
EQ-00650,2024-06-28,136,0,2,3,aviation,2-1 BN,False
EQ-00651,2024-06-03,8,7,11,14,tracked,HHC,False
EQ-00652,2024-08-16,174,2,2,3,engineer,1-2 BN,False
EQ-00653,2024-03-27,20,7,7,7,wheeled,HHC,False
EQ-00654,2024-06-15,107,3,7,11,engineer,DIV CAV,False
EQ-00655,2024-08-29,124,2,6,9,engineer,BSB,False
EQ-00656,2024-12-24,41,4,8,10,wheeled,1-2 BN,False
EQ-00657,2024-10-22,171,6,8,10,wheeled,1-1 BN,True
EQ-00658,2024-04-30,139,8,12,12,tracked,1-1 BN,False
EQ-00659,2024-06-14,46,8,11,13,wheeled,1-1 BN,False
EQ-00660,2024-03-17,41,0,0,5,wheeled,1-3 BN,False
EQ-00661,2024-06-01,18,6,8,12,aviation,1-2 BN,False
EQ-00662,2024-12-03,69,6,9,10,wheeled,1-3 BN,False
EQ-00663,2024-11-28,92,2,5,10,wheeled,2-1 BN,False
EQ-00664,2024-05-09,14,3,9,14,aviation,2-1 BN,False
EQ-00665,2024-09-30,139,3,4,4,aviation,1-3 BN,False
EQ-00666,2024-09-16,61,8,9,12,comms,HHC,False
EQ-00667,2024-01-06,,1,7,9,comms,DIV CAV,False
EQ-00668,2024-03-19,125,1,3,8,tracked,1-3 BN,False
EQ-00669,2024-09-13,118,0,0,2,wheeled,1-1 BN,True
EQ-00670,2024-10-16,124,2,2,6,comms,1-1 BN,False
EQ-00671,2024-10-19,,8,9,13,tracked,1-3 BN,False
EQ-00672,2024-03-05,39,7,13,13,tracked,DIV CAV,False
EQ-00673,2024-11-27,150,5,9,10,tracked,1-1 BN,False
EQ-00674,2024-06-24,162,5,7,7,engineer,BSB,True
EQ-00675,2024-04-18,22,4,8,9,engineer,BSB,False
EQ-00676,2024-08-26,118,4,9,9,aviation,1-3 BN,False
EQ-00677,2024-04-03,120,3,7,10,aviation,1-2 BN,False
EQ-00678,2024-06-26,140,3,8,8,engineer,HHC,False
EQ-00679,2024-10-21,61,6,11,14,comms,BSB,False
EQ-00680,2024-05-12,79,3,8,10,aviation,DIV CAV,False
EQ-00681,2024-08-24,155,6,8,11,engineer,2-1 BN,True
EQ-00682,2024-12-30,133,0,6,7,aviation,DIV CAV,False
EQ-00683,2024-01-25,137,0,5,7,tracked,2-1 BN,False
EQ-00684,2024-10-24,161,0,5,5,comms,1-1 BN,False
EQ-00685,2024-11-03,91,7,8,11,wheeled,1-3 BN,False
EQ-00686,2024-03-26,178,2,3,5,comms,1-2 BN,False
EQ-00687,2024-01-17,154,3,3,7,tracked,HHC,False
EQ-00688,2024-05-17,174,5,6,9,wheeled,HHC,False
EQ-00689,2024-02-28,47,6,8,8,comms,BSB,False
EQ-00690,2024-06-17,4,0,5,5,comms,1-2 BN,False
EQ-00691,2024-11-08,85,8,13,15,tracked,1-3 BN,False
EQ-00692,2024-03-24,164,3,9,14,tracked,DIV CAV,False
EQ-00693,2024-08-01,124,7,13,13,comms,1-2 BN,False
EQ-00694,2024-10-31,43,6,12,13,wheeled,2-1 BN,False
EQ-00695,2024-04-30,11,3,4,8,comms,DIV CAV,False
EQ-00696,2024-01-20,117,6,6,11,wheeled,1-2 BN,False
EQ-00697,2024-08-19,84,5,7,12,engineer,HHC,False
EQ-00698,2024-05-25,32,6,10,13,tracked,HHC,False
EQ-00699,2024-12-27,114,5,11,13,wheeled,1-2 BN,False
EQ-00700,2024-11-14,60,6,10,10,tracked,BSB,False
EQ-00701,2024-04-18,177,5,6,10,engineer,HHC,False
EQ-00702,2024-04-23,64,8,8,9,aviation,2-1 BN,False
EQ-00703,2024-04-29,162,3,3,4,aviation,2-1 BN,False
EQ-00704,2024-06-07,40,4,10,13,wheeled,1-1 BN,False
EQ-00705,2024-11-20,49,7,8,8,engineer,1-3 BN,False
EQ-00706,2024-01-23,103,0,1,2,aviation,1-3 BN,False
EQ-00707,2024-02-19,23,5,7,9,wheeled,2-1 BN,False
EQ-00708,2024-01-28,69,0,2,3,engineer,HHC,False
EQ-00709,2024-12-17,101,4,4,4,aviation,1-2 BN,False
EQ-00710,2024-07-09,34,5,6,10,aviation,1-1 BN,False
EQ-00711,2024-09-05,24,3,9,14,engineer,1-3 BN,False
EQ-00712,2024-01-11,58,4,8,10,aviation,1-1 BN,False
EQ-00713,2024-11-11,178,7,13,15,comms,1-1 BN,False
EQ-00714,2024-07-19,45,8,13,18,comms,1-3 BN,False
